"Story","Title","Result","Date","Stability","Duration (s)"
"Seleccion de compras en plataforma Demoblaze","El usuario desea realizar una compra en la plataforma","ERROR","2024-09-22T16:28:45.5212551-05:00[America/Bogota]","0.0","9.13"
