"Story","Title","Result","Date","Stability","Duration (s)"
"Seleccion de compras en plataforma Demoblaze","El usuario desea realizar una compra","ERROR","2024-09-22T18:16:39.4719392-05:00[America/Bogota]","0.0","5.68"
